Id,SalePrice
1693,213665.26
1694,186527.4
1695,185406.0
1696,199845.72
1697,191900.5
1698,290683.98
1699,296184.0
1700,222220.7
1701,297632.0
1702,273532.31
1703,267295.11
1704,254372.11
1705,236825.48
1706,318777.2
1707,223308.89
1708,239792.01
1709,322739.95
1710,229346.7
1711,254101.0
1712,264042.65
1713,246389.33
1714,222843.28
1715,213147.0
1716,237413.1
1717,184399.83333333337
1718,181843.9
1719,235978.75
1720,276742.86
1721,243664.74
1722,160923.8
1723,159350.4
1724,219025.46
1725,243374.05
1726,160606.0
1727,168550.0
1728,206494.72
1729,177500.5
1730,154558.5
1731,119267.79
1732,128210.7
1733,114879.6
1734,114126.6
1735,142524.33
1736,129409.25
1737,277848.85
1738,264972.58
1739,155261.44
1740,184845.23
1741,188568.94
1742,174999.9733333334
1743,175152.5
1744,315950.36
1745,267421.6
1746,255440.05
1747,212921.72
1748,188692.0
1749,133914.0
1750,157647.5
1751,218576.0
1752,120100.5
1753,123090.0
1754,157562.7
1755,184743.0
1756,125125.66
1757,136969.0
1758,114978.15
1759,138468.0
1760,150177.5
1761,129928.66
1762,120404.22
1763,157493.0
1764,125210.0
1765,163741.0
1766,153465.0
1767,185108.55
1768,134830.5
1769,205976.0
1770,164500.25
1771,122892.93
1772,129007.0
1773,114564.34
1774,126893.25
1775,148629.0
1776,137973.5
1777,124024.0
1778,131888.0
1779,122130.0
1780,219613.86
1781,123176.25
1782,101519.41
1783,141506.0
1784,106449.5
1785,114932.8
1786,107499.76
1787,180808.94
1788,67358.11
1789,125845.87
1790,97229.75
1791,159025.5
1792,159609.0
1793,162149.0
1794,152031.75
1795,146565.5
1796,152012.5
1797,115813.0
1798,136014.0
1799,122256.0
1800,132993.5
1801,114666.84
1802,147301.75
1803,148197.5
1804,143849.83
1805,146543.5
1806,117551.28
1807,139933.0
1808,151407.61
1809,141932.25
1810,116976.33
1811,107220.0
1812,104221.0
1813,115568.83
1814,107497.0
1815,68875.22
1816,114900.0
1817,97875.5
1818,128579.83
1819,125271.5
1820,62611.0
1821,120186.58
1822,143288.54
1823,67306.59
1824,132757.5
1825,124303.84
1826,101914.87
1827,117881.34
1828,129827.5
1829,109475.87
1830,121139.79
1831,197881.72
1832,86552.53
1833,111971.5
1834,115543.12
1835,146924.0
1836,122042.0
1837,93913.0
1838,162144.75
1839,95066.26
1840,168359.93333333335
1841,143230.0
1842,94906.0
1843,146320.5
1844,146199.5
1845,151118.32
1846,166950.85
1847,155991.24
1848,71056.43
1849,132656.74
1850,117955.5
1851,141157.0
1852,123360.5
1853,124197.26166666667
1854,221960.02
1855,188234.4
1856,258893.45
1857,146363.37
1858,141070.76
1859,124003.94166666668
1860,140812.25
1861,123688.88833333334
1862,229779.38
1863,183171.0
1864,184207.5
1865,347343.66
1866,292915.96
1867,258234.1
1868,258639.79
1869,193813.12
1870,282340.45
1871,256531.86
1872,183942.45
1873,228006.95
1874,143675.09
1875,211531.0
1876,189127.5
1877,220865.86
1878,212473.72
1879,166959.6
1880,129849.05666666669
1881,217087.79
1882,284288.19
1883,196091.99
1884,212674.0
1885,269345.06
1886,277037.25
1887,197906.0
1888,248092.74
1889,183315.85
1890,115792.5
1891,142222.96666666667
1892,105413.71
1893,130090.87
1894,135301.0
1895,125047.0
1896,123352.5
1897,116801.32
1898,116831.5
1899,160176.0
1900,174036.0
1901,138214.59
1902,147455.05
1903,171994.5
1904,125151.43
1905,192513.18
1906,169552.8
1907,196353.48
1908,128270.0
1909,125516.0
1910,123385.0
1911,205191.5
1912,280060.5
1913,140068.71
1914,83165.91
1915,304040.12
1916,83056.26
1917,258622.89
1918,168141.0
1919,159729.0
1920,132857.0
1921,365320.75
1922,373355.64
1923,184308.32
1924,269324.8
1925,212666.22
1926,328487.39
1927,155284.0
1928,152589.32
1929,129689.32
1930,175379.0
1931,134484.0
1932,143832.55
1933,149787.0
1934,185116.0
1935,182942.0
1936,191163.32
1937,192175.7
1938,154111.65
1939,247907.33
1940,196540.0
1941,186532.0
1942,189638.0
1943,217395.0
1944,279187.76
1945,387389.7
1946,179349.0
1947,315585.17
1948,188786.04
1949,222359.68
1950,217652.0
1951,233749.65
1952,209534.0
1953,186156.0
1954,207989.5
1955,132043.0
1956,219941.0
1957,166005.0
1958,308615.0
1959,135495.6
1960,115860.18
1961,125905.6
1962,101015.0
1963,111129.0
1964,116435.0
1965,150654.0
1966,156705.0
1967,342857.89
1968,294578.58
1969,362016.64
1970,395564.99
1971,371953.92
1972,328352.64
1973,244967.59
1974,288760.91
1975,383641.15
1976,283593.5
1977,288499.97
1978,302681.5
1979,348777.0
1980,245934.1
1981,331467.05
1982,242469.77
1983,242469.77
1984,158346.9
1985,199453.83357142855
1986,174793.23928571428
1987,190932.6625
1988,183423.6
1989,193725.0
1990,196085.0
1991,216148.73
1992,200271.0
1993,176763.0
1994,222496.1
1995,199967.0
1996,300925.0
1997,354731.97
1998,279665.0
1999,286727.29
2000,303975.0
2001,284094.9
2002,238241.37
2003,237888.92
2004,273344.99
2005,223500.28
2006,268542.67
2007,254846.78
2008,213945.06
2009,183004.9
2010,241304.07
2011,164307.65
2012,233832.74
2013,189566.5
2014,186697.0
2015,243700.4
2016,182480.6
2017,186010.5
2018,137114.49
2019,136839.37
2020,137480.49
2021,118008.65666666668
2022,189654.8
2023,152870.74
2024,178420.0
2025,521135.17
2026,164655.005
2027,175077.78333333335
2028,149209.81
2029,174516.41333333336
2030,313000.8
2031,316008.3
2032,316008.3
2033,312705.8
2034,164012.0
2035,228002.59
2036,188010.0
2037,191831.26
2038,353983.52
2039,278611.0
2040,475629.32
2041,284939.34
2042,196351.0
2043,179958.0
2044,183006.5
2045,226086.0
2046,138504.25
2047,140884.5
2048,135926.83
2049,143248.66
2050,213252.0
2051,125298.49
2052,121572.5
2053,146177.1
2054,89360.71
2055,136122.0
2056,143317.75
2057,121732.5
2058,201463.0
2059,129249.0
2060,158941.25
2061,162280.5
2062,134587.0
2063,134985.0
2064,130215.25
2065,126610.37
2066,166330.5
2067,108443.5
2068,125768.0
2069,102844.08
2070,118182.8
2071,101422.14
2072,118875.48
2073,144823.1
2074,215256.22
2075,174954.0
2076,122679.0
2077,143392.0
2078,134529.5
2079,124194.0
2080,131476.25
2081,127756.0
2082,130220.03
2083,126898.5
2084,122839.5
2085,149188.0
2086,157123.44
2087,133715.75
2088,110091.18
2089,97616.5
2090,127890.12
2091,107933.0
2092,106659.29
2093,99823.0
2094,150867.78
2095,159640.0
2096,107498.5
2097,114643.8
2098,115311.0
2099,64620.13
2100,102912.52
2101,118312.87
2102,136876.0
2103,133805.0
2104,112608.0
2105,122056.0
2106,74465.1
2107,212732.47
2108,128748.25
2109,131697.24
2110,144315.43666666665
2111,165184.6
2112,116839.0
2113,112522.24
2114,123271.25
2115,130412.5
2116,121543.72
2117,129847.5
2118,119924.0
2119,123994.04
2120,110176.48
2121,102594.89
2122,110644.47
2123,123607.5
2124,153795.8
2125,95943.8
2126,149681.72
2127,125246.79
2128,121283.9
2129,114256.5
2130,153988.0
2131,126377.0
2132,128906.24
2133,122863.58
2134,118181.0
2135,141549.25
2136,82021.0
2137,135070.03
2138,138071.64
2139,180247.0
2140,152440.5
2141,153339.5
2142,131793.21
2143,129776.44666666668
2144,130061.22
2145,145521.5
2146,177635.0
2147,121751.0
2148,132271.63
2149,144744.0
2150,247294.65
2151,161927.5
2152,136408.0
2153,127673.5
2154,137837.0
2155,168108.0
2156,188980.82
2157,238643.3
2158,240672.5
2159,249619.59
2160,239180.36
2161,237372.41
2162,307272.49
2163,299474.99
2164,272557.41
2165,186591.5
2166,144199.09
2167,195373.14
2168,210543.0
2169,197488.85
2170,224058.6
2171,148043.65
2172,137609.75
2173,157075.4
2174,215349.5
2175,294023.86
2176,279094.43
2177,213268.05
2178,244548.0
2179,144888.74999999997
2180,162961.0
2181,225017.45
2182,247187.95
2183,248322.26
2184,113319.0
2185,159541.0
2186,140097.5
2187,169258.5
2188,162360.0
2189,187920.7
2190,94751.17
2191,114060.24
2192,114530.24
2193,138510.0
2194,137549.0
2195,106712.03
2196,114871.97
2197,102401.17
2198,162300.5
2199,135953.0
2200,161348.0
2201,207195.24
2202,218523.0
2203,162036.0
2204,145990.1
2205,127270.15
2206,150495.5
2207,279211.93
2208,231011.5
2209,141914.32
2210,129450.0
2211,120850.04
2212,124932.0
2213,113659.5
2214,114461.8
2215,129134.5
2216,122337.5
2217,103576.01
2218,79271.77
2219,86556.99
2220,80735.16
2221,307491.84
2222,147997.91
2223,220570.55
2224,203780.71
2225,137154.0
2226,141433.5
2227,187630.28
2228,263866.49
2229,313800.44
2230,164859.75
2231,222272.08
2232,182274.0
2233,187126.0
2234,287752.13
2235,193193.6666666667
2236,261043.09
2237,277209.69
2238,194456.19
2239,139603.5
2240,160159.0
2241,128948.87
2242,123630.0
2243,120443.0
2244,92814.25
2245,86057.0
2246,156712.5
2247,122825.78666666667
2248,130544.2
2249,134274.1
2250,152216.85
2251,135305.11
2252,153804.5
2253,178943.5
2254,175973.9
2255,179970.5
2256,177487.5
2257,180759.0
2258,183491.6
2259,171466.0
2260,171591.48
2261,194745.61
2262,198215.0
2263,300112.62
2264,409155.51
2265,176610.0
2266,311200.43
2267,274308.87
2268,439856.64
2269,172920.0
2270,218591.22
2271,212359.46
2272,195448.0
2273,182454.0
2274,179152.9
2275,189852.0
2276,179568.7
2277,158122.0
2278,140086.65
2279,137897.6
2280,134941.56
2281,182484.66666666663
2282,183107.0
2283,118171.0
2284,105041.0
2285,160946.7
2286,124694.5
2287,369889.39
2288,321323.43
2289,354661.45
2290,402452.72
2291,359560.69
2292,439201.34
2293,403778.73
2294,377403.76
2295,443522.75
2296,354080.13
2297,289727.4
2298,378601.95
2299,308549.56
2300,284699.02
2301,338376.26
2302,238660.48
2303,278797.51
2304,312624.8
2305,172122.2966666667
2306,175561.12333333335
2307,189168.32
2308,230178.57
2309,293181.73
2310,268003.08
2311,172654.04
2312,183254.7
2313,176403.38
2314,227305.5
2315,172359.88
2316,171426.03
2317,198710.77
2318,169286.33
2319,187359.45
2320,190285.61
2321,225296.88
2322,180243.40916666668
2323,212230.46
2324,205508.45
2325,192331.39
2326,211004.0
2327,176932.0
2328,199784.77
2329,184545.13
2330,182792.13
2331,302974.0
2332,429654.32
2333,283740.24
2334,276657.5
2335,293770.0
2336,279370.77
2337,259531.13
2338,270461.21
2339,252654.98
2340,389246.52
2341,268534.85
2342,247943.55
2343,196348.8
2344,238264.32
2345,242159.35
2346,268114.86
2347,221641.33
2348,268114.86
2349,144247.55
2350,324655.09
2351,283416.42
2352,270835.8
2353,179025.58666666664
2354,177721.23666666663
2355,176267.34
2356,160955.0
2357,182360.08
2358,187140.5
2359,141873.0
2360,133099.68
2361,128589.83
2362,270225.8
2363,156662.0
2364,176287.4
2365,222447.83
2366,241234.6
2367,251318.26
2368,167747.785
2369,261049.66
2370,174462.33000000005
2371,173884.6633333334
2372,211734.65
2373,257862.74
2374,257874.63
2375,269856.0
2376,247917.26
2377,257554.11
2378,171048.5
2379,153482.5
2380,164403.75
2381,173230.5
2382,212561.5
2383,205014.72
2384,214116.5
2385,167167.0
2386,153853.0
2387,137166.5
2388,106223.84
2389,130455.0
2390,146265.32
2391,125258.16
2392,138758.0
2393,169879.35
2394,151379.5
2395,165117.5
2396,160215.0
2397,207541.6
2398,138612.62
2399,68895.75
2400,64969.0
2401,126051.5
2402,130841.0
2403,132575.0
2404,138105.5
2405,158308.0
2406,160183.25
2407,128497.5
2408,132334.99
2409,131245.0
2410,152802.0
2411,129426.0
2412,144114.2
2413,130083.5
2414,143082.0
2415,131057.0
2416,149603.0
2417,143166.0
2418,140449.0
2419,107369.67
2420,128293.0
2421,110283.64
2422,143068.19
2423,108846.19
2424,143092.05
2425,136914.34
2426,104605.42
2427,150588.0
2428,193685.0
2429,128945.8
2430,151266.83
2431,96509.11
2432,142153.5
2433,133921.0
2434,128244.0
2435,133592.5
2436,131116.62
2437,130810.5
2438,123361.3
2439,114231.92
2440,121594.08
2441,89733.1
2442,107245.5
2443,118501.5
2444,118180.0
2445,97435.5
2446,107326.26
2447,298687.0
2448,132782.0
2449,95533.8
2450,132607.83
2451,119369.44
2452,233793.51
2453,114434.28
2454,114784.21
2455,133272.94
2456,123270.43
2457,126844.64
2458,131354.0
2459,121079.5
2460,119465.0
2461,126955.0
2462,147159.0
2463,106709.0
2464,127885.58
2465,172851.25
2466,116197.8
2467,144462.5
2468,87168.4
2469,85024.4
2470,169261.5
2471,211559.18
2472,138639.0
2473,89588.79
2474,94227.32
2475,231178.59
2476,124514.62
2477,138541.0
2478,143469.55
2479,121829.26
2480,164604.0
2481,148760.38
2482,138496.53
2483,126897.33
2484,119909.14
2485,128176.55
2486,165472.0
2487,156363.01
2488,175621.5
2489,173773.5
2490,155220.64
2491,115770.0
2492,184398.9
2493,162770.8
2494,144190.74
2495,114917.96
2496,207490.5
2497,143419.0
2498,118046.58
2499,142980.0
2500,124836.2
2501,124493.0
2502,135730.62
2503,102772.5
2504,189999.4
2505,212020.82
2506,299084.82
2507,337300.37
2508,319036.28
2509,217771.63
2510,222628.6
2511,189273.335
2512,210308.42
2513,208126.14
2514,319518.0
2515,156733.55
2516,189030.84
2517,133079.33
2518,167670.25
2519,211494.7
2520,213865.8
2521,206378.42
2522,204394.87
2523,172827.43
2524,133962.0
2525,142356.0
2526,133610.0
2527,166988.25
2528,134632.5
2529,133681.0
2530,136584.25
2531,204396.5
2532,194033.77
2533,212750.0
2534,263351.0
2535,272256.69
2536,220606.3
2537,276550.74
2538,198141.94
2539,198364.33
2540,170604.34
2541,196501.77
2542,146448.5
2543,118939.5
2544,116947.99
2545,133837.7
2546,143893.0
2547,140286.5
2548,145455.5
2549,150895.0
2550,332330.13
2551,142759.46666666667
2552,132751.6
2553,101587.08
2554,118317.79
2555,160847.25
2556,114798.08
2557,112424.08
2558,123430.8
2559,104650.87
2560,157754.0
2561,164009.3842857143
2562,144070.58
2563,164865.0
2564,171569.0
2565,141509.07
2566,95303.21
2567,122458.5
2568,216750.52
2569,220507.35
2570,128138.0
2571,152841.8
2572,208968.44
2573,251688.65
2574,278825.0
2575,126531.0
2576,115229.0
2577,119365.0
2578,89746.0
2579,72001.65
2580,123175.7
2581,118755.29
2582,135725.74
2583,340426.88
2584,165205.5
2585,150177.55
2586,222940.98
2587,184716.3
2588,180995.0
2589,153932.75
2590,189170.28
2591,198859.55
2592,208526.53
2593,276076.56
2594,251273.77
2595,242110.54
2596,282690.13
2597,191031.5
2598,229764.86
2599,411235.78
2600,149996.49
2601,156313.5
2602,79891.0
2603,81631.0
2604,80811.0
2605,91260.0
2606,149006.0
2607,176795.0
2608,179972.7
2609,128649.85
2610,125218.3
2611,128252.23
2612,150463.65
2613,152384.65
2614,141300.05
2615,151849.0
2616,146068.0
2617,138100.37
2618,180137.58
2619,196335.0
2620,176697.22
2621,184720.9
2622,176710.04
2623,278225.15
2624,226497.1
2625,306640.89
2626,171318.9
2627,194655.61
2628,457109.51
2629,470326.03
2630,360106.63
2631,500092.93
2632,457109.51
2633,319323.07
2634,387284.96
2635,163765.0
2636,200503.5
2637,175903.9
2638,231597.61
2639,187204.5
2640,175237.5
2641,102233.5
2642,183832.62
2643,102256.04
2644,119603.6
2645,112994.04
2646,95849.0
2647,95849.0
2648,139364.54
2649,133049.33
2650,162114.2
2651,145607.54
2652,421113.23
2653,295467.58
2654,245463.13
2655,371714.38
2656,423430.55
2657,331594.39
2658,333362.59
2659,289836.66
2660,314052.27
2661,422630.43
2662,363654.26
2663,305419.34
2664,296781.59
2665,329172.46
2666,321970.68
2667,172616.82
2668,218451.02
2669,177920.27
2670,317000.86
2671,196298.76
2672,182553.74833333335
2673,202280.13333333336
2674,171903.9
2675,180877.73
2676,199335.28
2677,177459.9
2678,215617.06
2679,298348.0
2680,296533.0
2681,353759.25
2682,287931.7
2683,550568.43
2684,289408.0
2685,332883.38
2686,335928.45
2687,337207.04
2688,253410.43
2689,255320.49
2690,371971.37
2691,177864.44
2692,186670.78666666665
2693,238577.39
2694,159050.35
2695,174110.0
2696,179120.15
2697,187353.9
2698,182012.64
2699,169989.79
2700,171974.79
2701,194124.5
2702,138751.83
2703,136396.25
2704,146452.5
2705,134203.99
2706,141537.43
2707,136762.82
2708,145967.5
2709,120156.3
2710,130474.0
2711,261241.8
2712,275392.0
2713,165707.28166666668
2714,149966.34
2715,175030.62666666668
2716,186080.53
2717,201543.2
2718,243621.87
2719,154904.42
2720,176311.5
2721,137690.0
2722,136009.6
2723,172314.15
2724,139306.6
2725,128346.0
2726,136070.0
2727,163002.45
2728,157871.5
2729,135619.0
2730,149563.5
2731,136184.0
2732,120734.75
2733,146970.25
2734,138392.87
2735,121757.0
2736,139620.25
2737,145469.5
2738,126253.0
2739,158523.5
2740,158775.0
2741,131148.0
2742,150794.0
2743,133352.5
2744,164003.4
2745,153718.5
2746,152260.32
2747,140387.5
2748,130496.0
2749,135678.37
2750,153150.37
2751,167513.4
2752,225427.25
2753,149892.37
2754,160763.51
2755,130962.0
2756,101159.96
2757,93222.82
2758,108701.21
2759,132484.0
2760,111297.09
2761,157584.0
2762,155681.5
2763,181474.5
2764,191387.0
2765,276020.25
2766,113844.5
2767,92036.5
2768,134166.0
2769,125601.5
2770,172687.5
2771,127266.09
2772,124985.59
2773,142600.0
2774,118976.25
2775,105120.51
2776,138993.25
2777,148265.5
2778,139594.0
2779,109123.0
2780,109113.12
2781,97600.4
2782,105019.5
2783,86693.75
2784,110189.8
2785,99732.4
2786,92758.75
2787,139856.0
2788,86557.5
2789,152739.5
2790,96059.6
2791,127067.0
2792,69963.75
2793,200202.5
2794,83195.9
2795,131803.3
2796,151517.05
2797,167416.6
2798,105305.97
2799,122547.0
2800,90901.73
2801,115638.5
2802,145323.48
2803,166059.0
2804,149694.88
2805,123685.5
2806,105122.18
2807,173639.69
2808,153649.6
2809,166568.5
2810,124849.08666666668
2811,130498.0
2812,144746.04
2813,147175.2
2814,134594.02
2815,138797.2
2816,254249.25
2817,167059.93
2818,160965.94
2819,178545.13333333336
2820,112829.08
2821,112921.36
2822,207838.05
2823,220593.25
2824,142148.87
2825,147770.16
2826,150326.0
2827,142018.0
2828,177686.24
2829,170089.0
2830,205023.52
2831,185181.16
2832,192152.81
2833,320059.63
2834,205460.94
2835,221246.05
2836,203041.61
2837,176403.5
2838,165367.55
2839,207963.0
2840,202324.99
2841,205968.51
2842,206275.0
2843,160688.58
2844,162671.0
2845,130445.5
2846,221176.27
2847,198511.82
2848,246059.3
2849,217657.86
2850,253196.5
2851,234168.15
2852,206392.35
2853,215744.9
2854,139668.0
2855,213347.05
2856,198464.83
2857,205338.86
2858,212143.12
2859,100401.18
2860,129888.0
2861,155989.18
2862,182518.84
2863,183557.4
2864,202330.37
2865,140869.46666666667
2866,137200.0
2867,105374.21
2868,111592.0
2869,103735.04
2870,131253.78
2871,99289.87
2872,63844.43
2873,111517.21
2874,133984.61
2875,117110.54
2876,167783.08
2877,128935.0
2878,164395.5
2879,131602.5
2880,122083.5
2881,192825.18
2882,136787.92
2883,175998.5
2884,228115.0
2885,218530.4
2886,158480.24
2887,113371.86
2888,113642.0
2889,93714.42
2890,105400.02
2891,133358.0
2892,90477.92
2893,97579.81
2894,74771.98
2895,321094.95
2896,242594.88
2897,197936.2
2898,148975.75
2899,231753.0
2900,176612.0
2901,178286.18
2902,190527.3333333333
2903,335369.67
2904,336547.4
2905,105489.73
2906,177205.29
2907,126583.2
2908,147616.0
2909,154402.87
2910,81543.75
2911,80598.75
2912,157962.95
2913,84382.46
2914,82293.75
2915,85069.0
2916,84087.46
2917,162520.7
2918,149879.45
2919,209168.72
